Wall time,Step,Value
1723099432.5607302,2420,2420.0
1723099545.1563048,2429,2429.0
1723099582.9902086,2432,2432.0
1723099632.9666944,2436,2436.0
1723099645.555662,2437,2437.0
1723099683.5519266,2440,2440.0
1723099708.8563468,2442,2442.0
1723099721.4675727,2443,2443.0
1723099796.5394754,2449,2449.0
1723099872.6931903,2455,2455.0
1723099923.1831346,2459,2459.0
1723099973.84042,2463,2463.0
1723099999.155383,2465,2465.0
1723100011.7566326,2466,2466.0
1723100062.341761,2470,2470.0
1723100113.2672172,2474,2474.0
1723100138.4858484,2476,2476.0
1723100163.492902,2478,2478.0
1723100251.3278818,2485,2485.0
1723100263.9042761,2486,2486.0
1723100314.3284605,2490,2490.0
1723100364.3718047,2494,2494.0
1723100401.915546,2497,2497.0
1723100427.145122,2499,2499.0
1723100439.8931618,2500,2500.0
1723100452.949293,2501,2501.0
1723100490.9087136,2504,2504.0
1723100516.2726774,2506,2506.0
1723100528.900405,2507,2507.0
1723100554.1520894,2509,2509.0
1723100579.3092659,2511,2511.0
1723100617.0886786,2514,2514.0
1723100642.2190733,2516,2516.0
1723100667.3986607,2518,2518.0
1723100679.8901305,2519,2519.0
1723100692.6081643,2520,2520.0
1723100718.0548117,2522,2522.0
1723100743.25993,2524,2524.0
1723100805.8609517,2529,2529.0
1723100831.2705896,2531,2531.0
1723100843.7484708,2532,2532.0
1723100932.0501444,2539,2539.0
1723100957.0434344,2541,2541.0
1723100982.1172857,2543,2543.0
1723100994.7386196,2544,2544.0
1723101133.115599,2555,2555.0
1723101272.1097171,2566,2566.0
1723101284.5009904,2567,2567.0
1723101309.726793,2569,2569.0
1723101347.5039575,2572,2572.0
1723101398.2469096,2576,2576.0
1723101423.1846526,2578,2578.0
1723101435.6872604,2579,2579.0
1723101498.4665968,2584,2584.0
1723101511.0065153,2585,2585.0
1723101523.4641097,2586,2586.0
1723101561.7122989,2589,2589.0
1723101574.4146032,2590,2590.0
1723101612.2386327,2593,2593.0
1723101687.9604545,2599,2599.0
1723101700.4652448,2600,2600.0
1723101725.8037767,2602,2602.0
1723101751.1460567,2604,2604.0
1723101776.483943,2606,2606.0
1723101789.0735703,2607,2607.0
1723101928.6095464,2618,2618.0
1723101941.5026867,2619,2619.0
1723101954.467566,2620,2620.0
1723101993.0917044,2623,2623.0
1723102056.7513225,2628,2628.0
1723102069.383736,2629,2629.0
1723102133.0182166,2634,2634.0
1723102145.7506304,2635,2635.0
1723102158.5697925,2636,2636.0
1723102171.1515753,2637,2637.0
1723102196.0768886,2639,2639.0
1723102208.8923872,2640,2640.0
1723102222.074037,2641,2641.0
1723102261.350924,2644,2644.0
1723102401.6173902,2655,2655.0
1723102477.1566646,2661,2661.0
1723102502.5886662,2663,2663.0
1723102603.4962373,2671,2671.0
1723102616.152673,2672,2672.0
1723102628.8987937,2673,2673.0
1723102654.3763175,2675,2675.0
1723102743.1256628,2682,2682.0
1723102780.7755249,2685,2685.0
1723102806.2038815,2687,2687.0
1723102843.7777371,2690,2690.0
1723102869.0882332,2692,2692.0
1723102894.3795707,2694,2694.0
1723103007.1954596,2703,2703.0
1723103019.7367027,2704,2704.0
1723103032.2511353,2705,2705.0
1723103057.3893015,2707,2707.0
1723103082.5247908,2709,2709.0
1723103107.7934275,2711,2711.0
1723103133.3369472,2713,2713.0
1723103146.3561134,2714,2714.0
1723103196.5421999,2718,2718.0
1723103209.1576188,2719,2719.0
1723103221.8229215,2720,2720.0
1723103284.6455824,2725,2725.0
1723103297.265043,2726,2726.0
1723103322.6753705,2728,2728.0
